skill_id,skill_name,repo_name,repo_url,skill_url,category,installs,leaderboard_rank,is_official,github_stars_abbreviated,snyk_status,socket_status,agent_trust_hub_status,summary,has_skill_md,scope,procedural,analytical,orchestration,compliance,documentation,explicitness,documentation_quality,tacit_dependency,context_sensitivity,codifiability_score,codifiability_rationale,coordination_burden,evaluation_type,output_verifiability,tests_quality,thresholds_quality,error_handling,evaluability_score,evaluability_rationale,requires_memory,requires_tools,requires_external_services,provenance_clarity,maintenance_signals,safety_notes,scope_limits,coding_status,audit_confidence,coding_notes
CT02,gws-gmail,googleworkspace/cli,https://github.com/googleworkspace/cli,https://www.skills.sh/googleworkspace/cli/gws-gmail,communication-tools,29104,326,Y,26.4K,warn,pass,pass,"Gmail: Send, read, and manage email.",Y,multi_step_workflow,4,1,3,2,1,3,3,2,3,2,"The SKILL.md provides a clear invocation pattern (`gws gmail <resource> <method> [flags]`) plus a concrete discovery workflow using `gws gmail --help` and `gws schema gmail.<resource>.<method>` to determine required params and build `--params`/`--json`. However, core execution depends on external prerequisite guidance in `../gws-shared/SKILL.md` (auth, global flags, security rules) and on Gmail API method semantics, making successful use somewhat context-bound and requiring implicit API familiarity.",2,none_visible,2,0,0,0,1,"Outputs are partially verifiable (e.g., whether a Gmail API call returns expected JSON or changes mailbox state), but the artefact provides no explicit acceptance criteria, tests, or validation steps beyond inspecting schemas. No failure-mode or recovery guidance is included in this SKILL.md (it defers security/auth rules to the shared prerequisite).",0,1,1,3,2,2,1,complete,3,Requires `gws` binary (metadata.requires.bins) and interacts with Gmail (external service). Safety/security guidance is referenced via prerequisite shared SKILL.md but not visible here; coded safety_notes conservatively as present via explicit prerequisite mention. No explicit out-of-scope boundaries beyond general prerequisite reference.
CT03,professional-communication,softaworks/agent-toolkit,https://github.com/softaworks/agent-toolkit,https://www.skills.sh/softaworks/agent-toolkit/professional-communication,communication-tools,3658,1622,N,1.9K,pass,pass,pass,"Guide technical communication for software developers. Covers email structure, team messaging etiquette, meeting agendas, and adapting messages for technical…",Y,multi_step_workflow,3,2,1,0,1,4,4,2,1,3,"SKILL.md provides multiple concrete, reusable frameworks and stepwise templates (e.g., What-Why-How table; email structure template; meeting agenda and summary formats; checklist), making the core guidance highly explicit. It also points to additional reference files (email templates, meeting structures, jargon simplification) and includes many examples, strengthening supporting documentation. Some judgement remains tacit (e.g., calibrating tone, choosing level of detail, “read the room”), but the guidance is broadly portable across common workplace contexts with only minor platform assumptions (Slack/Teams/Discord examples).",2,holistic,1,0,1,0,1,"The artefact offers checklists and structural criteria (clear purpose, key message first, action clear), but these are not formal pass/fail thresholds and do not enable deterministic verification of “good communication.” No tests or validation procedures are described, and there is no failure-mode/recovery guidance beyond general best practices, so evaluation remains primarily human-judgement/holistic.",0,0,0,4,3,0,1,complete,4,Evidence: YAML header includes name/description/allowed-tools; extensive in-doc templates/examples; references to `references/*.md`; explicit Last Updated (2025-12-22) and Version History v1.0.0 (2025-12-26). No explicit safety/limitations section; only minor boundary cues via “When to use” and chat vs email guidance.
CT04,feedback-mastery,softaworks/agent-toolkit,https://github.com/softaworks/agent-toolkit,https://www.skills.sh/softaworks/agent-toolkit/feedback-mastery,communication-tools,3617,1652,N,1.9K,pass,pass,pass,Navigate difficult conversations and deliver constructive feedback using structured frameworks. Covers the Preparation-Delivery-Follow-up model and…,Y,multi_step_workflow,4,2,1,0,1,4,3,2,1,3,"SKILL.md provides a highly structured, stepwise procedure (Preparation–Delivery–Follow-up; three-step delivery formula; checklists; scenario playbooks) plus concrete scripts and a follow-up message template, making the core workflow executable. However, effective use still depends on situational judgement (e.g., selecting appropriate examples, reading emotions, calibrating tone) and the skill is framed for workplace contexts, though not tied to a specific org/toolchain.",2,holistic,1,0,0,1,1,"The artefact offers no tests, acceptance thresholds, or objective success criteria; outcomes like ""positive resolution"" are inherently subjective and context-dependent. It includes some implicit failure avoidance guidance (e.g., ""facts not blame,"" manage emotions, avoid defensiveness) but no explicit error modes or recovery/escalation procedures beyond general follow-up.",0,0,0,2,0,1,1,complete,3,"Evidence is strong for procedural explicitness (multiple numbered steps, checklists, scripts, templates, scenarios). Provenance/maintenance signals are not present in SKILL.md beyond the frontmatter name/description; companion resources are referenced by path but not shown here. Safety/limits are only implicit (e.g., avoid blame/defensiveness); no explicit escalation (e.g., HR/legal) guidance."
CT05,integrate-whatsapp,gokapso/agent-skills,https://github.com/gokapso/agent-skills,https://www.skills.sh/gokapso/agent-skills/integrate-whatsapp,communication-tools,1822,2689,N,114,warn,pass,pass,"Connect WhatsApp to your product with Kapso: onboard customers with setup links, detect connections, receive events via webhooks, and send…",Y,end_to_end_process,4,1,4,1,1,4,4,2,3,3,"SKILL.md provides highly explicit, stepwise procedures for onboarding, webhook setup, messaging, templates, and Flows (e.g., numbered CLI/API sequences, required IDs, flags, and example payloads), plus a detailed file map of scripts/assets/references. Supporting material is extensive (code snippets, JSON examples, rule lists like template rules, troubleshooting, and many linked reference docs). However, execution depends on Kapso-specific tooling and endpoints (Kapso CLI, /platform/v1, /meta/whatsapp/*) and requires some tacit judgement to choose preferred vs fallback paths and resolve integration-specific details (e.g., selecting correct phone_number_id/WABA, webhook event sets).",4,hybrid,3,1,1,2,2,"Outputs are partly verifiable by operational checks (e.g., confirming connected numbers via `kapso whatsapp numbers list/resolve`, webhook test delivery via `node scripts/test.js`, and observing events), but there are no explicit automated test suites or acceptance thresholds described beyond these spot-check commands. Some failure guidance exists (e.g., troubleshooting items like missing flow_token, encryption setup errors, OAuthException 139000), yet systematic error-handling and pass/fail criteria for a “successful integration” are not fully specified.",0,1,1,2,0,2,2,complete,3,"Requires Kapso CLI/Node scripts and Kapso+Meta WhatsApp Cloud API access (API key/env vars). Safety/assurance notes are limited to items like 'Always verify signatures' and some troubleshooting; no explicit security model, rate limits, or data handling policy beyond that. Provenance is limited to frontmatter name/description and repo context; no version/changelog in SKILL.md."
CT06,mom-test,wondelai/skills,https://github.com/wondelai/skills,https://www.skills.sh/wondelai/skills/mom-test,communication-tools,1647,2929,N,1.0K,pass,pass,pass,"Talk to customers without leading them using Mom Test rules: discuss their life not your idea, ask about specifics in the past, and talk less. Use when the…",Y,multi_step_workflow,3,3,1,1,2,4,4,2,1,3,"SKILL.md provides a structured, stepwise framework (rules, good vs bad questions, commitment/advancement, processing) plus concrete copy patterns, tables, and a 0–10 scoring rubric with a stated goal of 10/10, making the core know-how highly explicit. It also links to multiple reference files (e.g., references/question-patterns.md, commitment-advancement.md) and includes examples across contexts, strengthening supporting documentation. Some judgement remains tacit (e.g., interpreting “commitment signals” and scoring adherence in real conversations), but the guidance is broadly portable beyond a specific org/toolchain.",2,hybrid,2,0,3,1,2,"Evaluability is supported by an explicit 0–10 scoring scheme with a target (“Goal: 10/10”) and a quick diagnostic checklist, giving partial, semi-structured criteria for assessing interview scripts/conversations. However, there are no tests or deterministic validation mechanisms, and many outcomes (e.g., whether questions are truly non-leading, whether a commitment is meaningful) require human judgement in context; failure/recovery guidance is limited to general “common mistakes” fixes rather than systematic error handling.",0,0,0,4,2,3,1,complete,4,"Evidence: YAML header includes author and version (1.1.0) and MIT license; explicit scoring rubric (0–10, goal 10/10) and diagnostic table; extensive examples/copy patterns and linked reference files. Maintenance signals limited to presence of version only (no changelog). Safety/ethics boundaries stated repeatedly (e.g., “Never weaponize…”, “Never disguise a sales call…”). Scope limits only lightly indicated via trigger/use-when description and brief pointers to other methods (JTBD/design sprint)."
CT07,discord,steipete/clawdis,https://github.com/steipete/clawdis,https://www.skills.sh/steipete/clawdis/discord,communication-tools,1584,3027,N,373.3K,warn,pass,pass,"Discord message-tool ops: send/read/edit/delete, react, poll, pin, thread, search, presence, media/components.",Y,multi_step_workflow,4,0,2,2,1,4,3,1,3,3,"SKILL.md provides explicit operational rules and concrete JSON payload examples for many actions (send/read/edit/delete/react/poll/pin/thread/search/presence), including required fields like `channel:""discord""`, `to:""channel:<id>""`, and ID preferences, making the core procedure highly executable. However, execution is context-bound to an OpenClaw/Discord setup with config gates (`channels.discord.actions.*`) and a required token (`channels.discord.token`), plus environment-specific IDs.",2,objective,3,0,0,0,1,"Outputs are largely verifiable by observing Discord-side effects (message sent/edited/deleted, reaction added, poll created, presence set) and the request schemas are concrete via JSON examples. No tests, acceptance thresholds, or failure/recovery guidance are described in the skill text.",0,1,1,2,0,1,1,complete,3,"Evidence includes frontmatter with required config `channels.discord.token`, rules about action gates and component/embeds mixing, and multiple concrete JSON examples. No explicit error handling, rate-limit notes, or evaluation/test sections visible; provenance beyond name/description is minimal in SKILL.md."
CT08,slack,steipete/clawdis,https://github.com/steipete/clawdis,https://www.skills.sh/steipete/clawdis/slack,communication-tools,1443,3227,N,373.3K,warn,pass,pass,"Slack tool actions: send/read/edit/delete messages, react, pin/unpin, list pins/reactions/emoji, member info.",Y,single_bounded_task,4,1,2,1,0,4,3,1,3,3,"SKILL.md provides explicit JSON call patterns for each supported action (send/read/react/edit/delete/pin/unpin/listPins/memberInfo/emojiList) plus a clear Inputs section defining required identifiers (channelId, messageId timestamp format, to, emoji), making the core procedure highly executable. However, it is tightly coupled to a configured Slack environment (metadata requires config channels.slack; Slack-specific IDs/timestamps), and includes minor judgement calls (e.g., when context is unclear for deletes).",1,objective,3,0,0,1,1,"Outputs are largely verifiable by observing Slack state changes (message appears/edited/deleted, reaction/pin present, lists returned), but the artefact includes no tests or acceptance thresholds. Error handling is limited to a safety prompt to confirm destructive deletes when context is unclear, with no broader failure-mode guidance.",0,1,1,2,0,3,1,complete,3,Evidence is strong for action schemas and inputs via multiple JSON examples; no visible version/author/license info in SKILL.md beyond frontmatter name/description. External service dependency inferred from Slack tool usage and required config (channels.slack). Scope limits only lightly implied (tool actions listed; no explicit out-of-scope/escalation beyond delete confirmation).
CT09,having-difficult-conversations,refoundai/lenny-skills,https://github.com/refoundai/lenny-skills,https://www.skills.sh/refoundai/lenny-skills/having-difficult-conversations,communication-tools,1197,3687,N,936,pass,pass,pass,"Help users navigate tough feedback, performance conversations, and conflict. Use when someone needs to give hard feedback, have a performance conversation,…",Y,multi_step_workflow,3,2,1,1,0,3,3,3,1,3,"SKILL.md provides a clear 4-step help flow (understand situation, check preparation, choose framework, role-play) plus concrete frameworks and do/don’t guidance (e.g., SBI phrasing, “What did you hear me say?”, termination delivered in private 1:1). However, successful execution still depends heavily on interpersonal judgement and tailoring (e.g., selecting the “right framework,” calibrating tone, handling emotions), which is not fully specifiable, raising tacit dependency. Content is largely portable across orgs, with only light situational assumptions about managerial contexts (performance, firing, promotion).",2,holistic,1,0,0,1,1,"The artefact offers prompts, principles, and common mistakes, but no tests, checklists with pass/fail criteria, or measurable acceptance thresholds for a “good” conversation plan. Some limited recovery guidance exists (e.g., repair via asking “What did you hear me say?”), yet overall quality is mainly judged by human perception of appropriateness and likely conversational outcomes.",0,0,0,2,0,1,1,complete,3,"Provenance is limited to frontmatter name/description and a pointer to `references/guest-insights.md` (no author/version/license in SKILL.md). Safety/limitations are implicit (e.g., termination should be in private 1:1; avoid email) but no broader risk/disclaimer guidance or escalation rules are specified."
CT10,speakturbo-tts,emzod/speak-turbo,https://github.com/emzod/speak-turbo,https://www.skills.sh/emzod/speak-turbo/speakturbo-tts,communication-tools,971,4301,N,18,pass,pass,fail,"Give your agent the ability to speak to you real-time. Talk to your Claude! Ultra-fast TTS, text-to-speech, voice synthesis, audio output with ~90ms latency. 8…",Y,single_bounded_task,4,0,2,0,0,4,4,0,2,4,"SKILL.md provides highly executable CLI procedures (Quick Start, First Run, Usage) with concrete commands, flags, expected outputs (e.g., `ls -lh test.wav  # Should show ~50-100KB file`) and operational details (daemon warm/cold behavior, port 7125, exit codes). Supporting material is extensive: voice table, performance metrics, architecture diagram, troubleshooting steps with expected health-check JSON, and config file format for allowlisted output directories. Transferability is somewhat context-bound due to reliance on local audio playback and a local HTTP daemon on `127.0.0.1:7125`, plus OS-specific playback commands (afplay/aplay).",2,objective,3,0,2,3,2,"Outputs are reasonably verifiable via deterministic checks described in the doc: saving a WAV and checking file size (~50–100KB), querying `curl http://127.0.0.1:7125/health` with an expected JSON shape, and using exit codes (0/1). There are no formal tests mentioned, but there are partial thresholds/expectations (latency ranges, first-run 2–5s, file size) and concrete troubleshooting/recovery actions (check port with `lsof`, restart via `pkill`, view logs).",0,1,0,2,0,2,3,complete,4,Requires local CLI + daemon and local audio stack; no external API/credentials evidenced. Safety/limitations mainly via output path allowlist and config guidance; no broader risk notes. Provenance in SKILL.md limited to name/description frontmatter; no author/version/license info visible.
ET01,recipe-create-classroom-course,googleworkspace/cli,https://github.com/googleworkspace/cli,https://www.skills.sh/googleworkspace/cli/recipe-create-classroom-course,education-and-training,13622,565,Y,26.4K,pass,pass,pass,Create a Google Classroom course and invite students.,Y,single_bounded_task,4,0,2,0,0,4,2,1,3,3,"The SKILL.md provides a clear, executable 3-step procedure with concrete CLI commands and JSON payloads for creating a course, inviting a student, and listing students. However, it assumes a configured Google Workspace/Google Classroom environment and the `gws` CLI plus `gws-classroom` skill loaded (prerequisite + metadata requires), and it leaves placeholders like `COURSE_ID` to be obtained implicitly.",2,objective,3,0,0,0,1,"Outputs are in-principle verifiable by checking whether the course exists, whether an invitation was created, and by listing enrolled students (step 3 provides a direct verification action). No explicit tests, acceptance thresholds, or failure/recovery guidance are described in the artefact.",0,1,1,4,2,0,0,complete,4,"Evidence: metadata includes version 0.22.5 and explicit requires (bin `gws`, skill `gws-classroom`); steps include concrete commands with JSON; verification implied via listing students. No safety, error handling, or out-of-scope guidance present."
ET02,add-educational-comments,github/awesome-copilot,https://github.com/github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/add-educational-comments,education-and-training,8717,896,Y,33.4K,fail,pass,pass,"Add educational comments to the file specified, or prompt asking for file to comment if one is not provided.",Y,single_bounded_task,3,2,1,1,4,4,4,2,1,3,"SKILL.md provides a concrete workflow (Confirm Inputs → Identify File(s) → Review Configuration → Plan Comments → Add Comments → Validate) plus detailed, operational rules (encoding/EOL preservation, QWERTY-only characters, note-numbering, 125% line-count target with caps). Some tacit judgement remains in selecting “which sections…best support the configured learning goals” and interpreting “new or unexpected options…sensibly,” but the constraints and defaults substantially externalize the know-how.",2,objective,3,0,3,2,2,"Evaluation is partly objective because the artefact specifies measurable acceptance criteria (increase total line count to 125% with hard caps; preserve encoding/EOL; avoid syntax errors; keep single-line comments on one line). However, no automated tests are provided, and some quality aspects (educational usefulness, choosing what to comment) remain subjective despite the final checklist and validation step.",0,0,0,2,0,3,2,complete,4,"Strong procedural specification with explicit constraints (125% rule, ≤400 new lines; ≤300 for >1000-line files; preserve encoding/EOL/indentation; do not break execution). No explicit provenance beyond frontmatter name/description; no changelog/version info visible. External URLs listed as references (“Fetch List”) but not required for execution."
ET03,mentoring-juniors,github/awesome-copilot,https://github.com/github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/mentoring-juniors,education-and-training,6428,1233,Y,33.4K,missing,missing,missing,"mentoring-juniors — an installable skill for AI agents, published by github/awesome-copilot.",Y,multi_step_workflow,3,4,2,2,3,4,4,2,1,3,"SKILL.md provides a detailed, phased protocol (Context Gathering → Socratic Questioning → Conceptual Explanation → Progressive Clues → Validation & Feedback) plus concrete loops/templates (PEAR loop, CTEX prompt formula, debriefing and recap markdown templates), making the core execution path highly explicit and reusable. Some judgement remains tacit (e.g., choosing appropriate questions/clue level and assessing learner understanding), but the artefact constrains behavior with “Golden Rules (NEVER broken)” and escalation guidance for total blockage, and it is largely portable beyond minor GitHub Copilot feature references (e.g., /explain, /fix, /tests, @workspace).",2,hybrid,2,0,2,2,2,"Evaluation is partly specified via “Success Metrics” (reasoning ability, dependency reduction, prompt quality, etc.) and a 4-axis review checklist (functional/security/performance/clean code), but these are not operationalized into deterministic pass/fail checks. No tests are provided, and thresholds are mostly qualitative/observational; some failure handling exists through special cases (frustrated learner, wants answer quickly, security issue detected, total blockage with escalation options).",1,0,0,4,0,2,3,complete,4,"Provenance is explicit in frontmatter (name, description, license MIT, authors with GitHub handles). Requires_memory=1 because success metrics include longitudinal change (“session after session”) and templates imply tracking prior attempts/learning; no explicit external service dependency is required despite Copilot references (can be used as guidance without API calls). Safety/limitations: includes security-stop callout and strict mode/escalation; scope limits are clear (“never answers/never complete functional code”, escalation to human mentor)."
ET04,ljg-read,lijigang/ljg-skills,https://github.com/lijigang/ljg-skills,https://www.skills.sh/lijigang/ljg-skills/ljg-read,education-and-training,2044,2461,N,5.1K,warn,pass,pass,"Reading companion agent. Accompanies user through any text (books, articles, essays, papers, news) with translation, structural annotation, deep questioning,…",Y,end_to_end_process,4,4,2,1,2,4,3,3,2,3,SKILL.md给出了从接收文本到Phase 0-4再到写入Org文件的完整分阶段流程，并对翻译三层输出、段落分类([骨]/[肌]/[筋])、提问分支路径等提供了可执行的规则与触发条件（如“点睛层按需触发”的三种情况、碰撞提问三条路）。但“高价值段落”“杀伤力最大的注疏”“真有好东西可比”等关键判断仍依赖较强主观判断，且对WebFetch/Read与本地Org路径等环境有一定依赖，降低可移植性。,3,hybrid,2,0,2,1,1,文档提供了“成功标准（三层）”与可分级的读者回应阈值（如读后一句话L0-L3、至少一次主动行为），使部分结果可被检查，但整体仍以阅读体验与对话质量为主，难以客观判定。未见任何自动化测试/验证脚本；对失败/异常仅有少量原则性表述（如“克制”“读者可覆盖权”），缺少具体故障恢复流程。,1,1,0,3,1,1,2,complete,3,requires_memory=1基于需要跨段落循环推进与最终“理解轨迹/术语表”等汇总；但是否依赖跨会话持久记忆未明。requires_tools=1因明确调用WebFetch/Read与shell date命令并写入本地Org文件路径。requires_external_services保守记0：虽可通过URL抓取，但未明确依赖第三方API/凭证。阈值主要来自L0-L3与行为信号，缺少更细的可操作验收标准。
ET05,academic-writing,jamditis/claude-skills-journalism,https://github.com/jamditis/claude-skills-journalism,https://www.skills.sh/jamditis/claude-skills-journalism/academic-writing,education-and-training,1956,2534,N,213,pass,pass,pass,"Academic writing, research methodology, and scholarly communication workflows. Use when writing papers, literature reviews, grant proposals, conducting…",Y,end_to_end_process,3,3,2,3,2,3,4,2,1,3,"SKILL.md provides extensive, reusable templates and checklists (e.g., FINER criteria, systematic literature search steps, IMRaD section guidance, response-to-reviewers and cover-letter templates, ethics and LLM disclosure checklists), making the know-how highly externalized. However, many steps still require domain judgement (e.g., selecting inclusion/exclusion criteria, interpreting reviewer feedback, choosing journals/OA routes), and some guidance is advisory rather than executable instructions, keeping tacit dependence moderate. The content is largely portable across disciplines with only minor context assumptions (common databases/tools and policy references like Plan S/OSTP).",3,hybrid,2,0,1,1,1,"The artefact offers some checkable criteria and constraints (e.g., FINER checklist, reproducibility test for Methods, ethics/LLM disclosure checklists, and concrete prohibitions like fabricated citations), but it does not define formal acceptance tests or measurable thresholds for most outputs (paper quality, literature review completeness, journal fit). As a result, evaluation is partly criteria-based but still largely dependent on human scholarly judgement and peer review, with no explicit test suite or validation procedure described.",0,0,0,2,0,3,1,complete,3,"Rich SKILL.md with many templates/checklists across research design, writing, peer review, grants, publishing/OA, ethics, and LLM-use disclosure. No explicit tool/API requirements are stated as required (tools/services are listed as options), so requires_tools/external_services coded 0. Some compliance content is present (IRB, COPE/ICMJE, Plan S/OSTP), but no explicit escalation/out-of-scope rules beyond general cautions to verify policies."
ET06,interview-prep,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,https://www.skills.sh/anthropics/knowledge-work-plugins/interview-prep,education-and-training,1459,3210,Y,12.3K,pass,pass,pass,"Create structured interview plans with competency-based questions and scorecards. Trigger with ""interview plan for"", ""interview questions for"", ""how should we…",Y,single_bounded_task,3,2,2,1,1,3,2,2,1,3,"SKILL.md specifies a clear structure for an “interview kit” (role competencies, question bank with behavioral/situational questions and probes, scorecard with a 1–4 scale, and a debrief template), which makes the main flow executable. However, it leaves key content decisions to judgement (e.g., selecting the “4–6 key competencies” and writing “clear descriptions” for rubric levels), and provides no concrete examples/templates beyond brief parenthetical examples, so some tacit HR/interview-design know-how is still required.",2,holistic,2,0,1,0,1,"The output is partially checkable for completeness/format (e.g., includes panel assignment, questions by competency, rubric, debrief template), but quality and fairness of questions/rubrics are largely judgement-based. No tests or validation steps are described; the only quasi-threshold is the suggested 1–4 rating scale, without acceptance criteria for what constitutes a good kit.",0,0,0,2,0,0,0,complete,3,"Evidence based solely on SKILL.md: includes design principles and required components plus an explicit ‘Output’ specification; no examples of full kits, no bias/safety cautions beyond general ‘reduce bias’ principle, and no guidance for edge cases (e.g., legal constraints, accommodations)."
ET07,learning-medusa,medusajs/medusa-agent-skills,https://github.com/medusajs/medusa-agent-skills,https://www.skills.sh/medusajs/medusa-agent-skills/learning-medusa,education-and-training,1424,3254,Y,173,pass,pass,warn,"Load automatically when user asks to learn Medusa development (e.g., ""teach me how to build with medusa"", ""guide me through medusa"", ""I want to learn medusa"").…",Y,end_to_end_process,3,3,3,0,4,4,3,2,3,3,"SKILL.md provides a highly explicit tutoring protocol (greet/orient, check prerequisites, lesson overviews, step-by-step I Do→We Do→You Do, checkpoint verification pattern, error-handling process, session management) and a concrete 3-lesson plan with named artefacts to load (e.g., lessons/*.md, checkpoints/*.md, architecture/*.md, troubleshooting/common-errors.md). However, execution depends on the user’s specific Medusa project/environment and on external referenced files and the MedusaDocs MCP tool, plus some instructor judgement in adapting pacing and assessing understanding.",4,hybrid,2,1,2,4,2,"Evaluation is structured around checkpoints that combine conceptual questions, code review, and “test together” steps with expected outputs (e.g., cURL testing, widget visibility), but most acceptance criteria are not fully formalised into deterministic pass/fail rules. The artefact includes strong error-handling guidance (explicit debug workflow and common error categories) yet provides no concrete automated test suite—only prompts like “Run npm run build and share any errors.”",1,1,1,2,0,0,2,complete,3,"Requires persistent session state per ‘You can pause anytime and resume later - I'll remember where we left off.’ Strong dependence on Medusa-specific stack and user’s local environment (Node.js, DB, Medusa project). External service/tool implied via MedusaDocs MCP server and ask_medusa_question tool. Many referenced lesson/checkpoint/architecture/troubleshooting files are named but not included in provided SKILL.md content, so their quality cannot be assessed here."
ET08,career-transitions,refoundai/lenny-skills,https://github.com/refoundai/lenny-skills,https://www.skills.sh/refoundai/lenny-skills/career-transitions,education-and-training,1287,3486,N,936,pass,pass,pass,"Help users navigate career changes and pivots. Use when someone is considering a new role, transitioning into product management, evaluating job offers, taking…",Y,multi_step_workflow,3,4,1,0,2,3,3,3,1,3,"SKILL.md provides a clear high-level procedure (identify move type, motivations, readiness signals, design experiments) plus reusable prompts, principles, and mistake flags, making the core flow fairly explicit. However, applying the frameworks requires substantial human judgement to interpret a user’s situation and tailor advice (e.g., weighing intuition vs spreadsheets, assessing “readiness signals”), which raises tacit dependency. The content is largely portable across contexts with only minor assumptions (general career-change setting; optional reference file).",2,holistic,1,0,0,0,0,"The artefact offers no tests, acceptance criteria, or measurable thresholds for what counts as a “good” career-transition recommendation; success is mainly judged by user fit and coherence. While it includes suggested questions and common mistakes to flag, these do not define verifiable pass/fail conditions or validation steps.",0,0,0,2,0,0,0,complete,3,"Evidence includes YAML frontmatter (name/description) and structured sections: How to Help (4-step flow), Core Principles with attributed quotes, Questions, Common Mistakes, and pointer to `references/guest-insights.md`. No explicit evaluation, safety/limitations, or escalation guidance visible; provenance beyond name/description is limited (no version/license/author in SKILL.md)."
ET09,freecodecamp-curriculum,aradotso/trending-skills,https://github.com/aradotso/trending-skills,https://www.skills.sh/aradotso/trending-skills/freecodecamp-curriculum,education-and-training,1246,3563,N,10,pass,pass,pass,Comprehensive guide for contributing to and working with freeCodeCamp's open-source codebase and curriculum platform,Y,end_to_end_process,4,1,3,1,3,4,4,1,3,3,"SKILL.md provides step-by-step, command-level procedures for local setup (fork/clone, pnpm install, env vars, seed, develop), curriculum authoring (file format, helper scripts, ID generation), and contribution workflow, plus concrete code/config templates (YAML challenge example, Fastify route, React page, Playwright test). Tacit judgement is limited (mostly choosing correct directories/IDs), but transferability is constrained by strong dependence on the freeCodeCamp monorepo structure and specific stack (Node 20+, pnpm, MongoDB, GitHub OAuth, Gatsby/Fastify).",3,objective,3,4,3,3,3,"The artefact includes explicit validation and testing commands with clear pass/fail semantics (e.g., `pnpm run test:curriculum`, Jest unit tests, Playwright e2e) and shows how challenge tests are written using assertions, making outputs largely verifiable. Troubleshooting sections enumerate common failure modes (MongoDB connection, port conflicts, validation failures) with concrete recovery steps, though acceptance thresholds beyond test pass/fail are not extensively parameterised.",0,1,1,3,0,0,1,complete,4,"Requires external services/credentials via GitHub OAuth (`GITHUB_ID`, `GITHUB_SECRET`) and optionally SendGrid; also depends on MongoDB (local or Atlas). Strong repo-specific paths and scripts indicate high context sensitivity. Provenance via named skill header and author link ('Skill by ara.so') but no explicit version/license/changelog in SKILL.md."
ET10,onboarding,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,https://www.skills.sh/anthropics/knowledge-work-plugins/onboarding,education-and-training,1130,3870,Y,12.3K,pass,pass,pass,"Generate an onboarding checklist and first-week plan for a new hire. Use when someone has a start date coming up, building the pre-start task list (accounts,…",Y,single_bounded_task,3,2,2,1,1,3,3,2,1,3,"SKILL.md provides a clear input list (""What I Need From You"") and a detailed markdown output template covering pre-start, Day 1 schedule, Week 1, 30/60/90 goals, contacts, and tools access, making the core deliverable highly specifiable. However, it still requires human judgement to tailor content (e.g., ""Customize for the role"", selecting tools/docs/buddy) and lightly assumes an org context (HR/IT/HRIS/knowledge base/calendar connectors are optional).",2,holistic,2,0,0,0,1,"The artefact specifies the structure of the output (a concrete checklist/table template), so completeness/format can be checked, but correctness of items (right tools, right meetings, appropriate goals) is largely context- and judgement-dependent. No tests, acceptance thresholds, or failure/recovery guidance are described in SKILL.md.",0,0,0,2,0,0,0,complete,3,"Connectors are described as conditional (HRIS/knowledge base/calendar) but no required external service, install command, or dependency evidence is provided in SKILL.md; coded requires_external_services=0. Evaluation guidance is limited to general tips; no explicit acceptance criteria beyond matching the template."
SM01,social-content,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/social-content,social-media-management,67149,181,N,29.6K,warn,pass,pass,"When the user wants help creating, scheduling, or optimizing social media content for LinkedIn, Twitter/X, Instagram, TikTok, Facebook, or other platforms.…",Y,end_to_end_process,3,2,2,0,1,3,4,3,2,3,"SKILL.md provides a fairly clear end-to-end playbook with ordered workflows (e.g., repurposing workflow steps 1–6; podcast repurposing workflow steps 1–6; batching strategy steps 1–6; daily engagement routine steps 1–4) and concrete tables/frameworks (platform quick reference, content pillars, video structures). However, successful execution still depends on tacit marketing judgement (e.g., choosing hooks, analyzing “why did they work?”, selecting “best moments,” and adapting tone/format), and it assumes a semi-specific repo context via reading `.agents/product-marketing.md` (or variants) plus reliance on platform norms and constraints referenced in external docs.",3,holistic,1,0,0,0,0,"The artefact lists metrics to monitor (impressions, engagement rate, link clicks) and a weekly review checklist, but it does not define pass/fail thresholds, acceptance criteria, or any test/validation procedure for whether generated posts/schedules are “correct.” Most outcomes (engaging content, “viral” hooks, good optimization actions) are assessed via human judgement and longer-run performance signals rather than deterministic checks.",1,0,0,3,2,0,1,complete,3,"Provenance: frontmatter includes name and version (2.0.0) but no explicit author/license in SKILL.md. Maintenance signals limited to version only. Requires_memory coded 1 because instructions require checking/using persistent repo context files (e.g., `.agents/product-marketing.md`) across tasks. External tools/services are mentioned as options (Whisper/Descript/CapCut etc.) but not required as dependencies; no install/dependency evidence provided."
